Gene_name_canonical,graph_localization_annotation
EXOC1,actin_cytoskeleton
EXOC2,plasma_membrane
EXOC3,plasma_membrane
EXOC4,actin_cytoskeleton
EXOC5,plasma_membrane
EXOC6,cytosol
EXOC6B,plasma_membrane
EXOC7,actin_cytoskeleton
EXOC8,plasma_membrane
EXOG,mitochondrion
EXOSC1,nucleolus
EXOSC10,nucleolus
EXOSC2,nucleus
EXOSC3,nucleus
EXOSC4,nucleus
EXOSC5,nucleus
EXOSC6,nucleus
EXOSC7,nucleus
EXOSC8,nucleolus
EXOSC9,nucleus
EXT2,ER
EXTL2,Golgi
EXTL3,Golgi
EYA3,cytosol
EYA4,unclassified
EZH1,nucleus
EZH2,nucleolus
EZR,plasma_membrane
F11R,plasma_membrane
F2R,plasma_membrane
F4ZW66[p],nucleus
F8A1; F8A2; F8A3,early_endosome
FAAP100,cytosol
FAAP20,unclassified
FABP5,cytosol
FADD,cytosol
FADS1,ER
FADS1,ER
FADS2,ER
FAF1,nucleus
FAF2,ER
FAH,cytosol
FAHD1,mitochondrion
FAHD2A,mitochondrion
FAHD2B,nucleus
FAIM,cytosol
FAM107B,cytosol
FAM114A1,cytosol
FAM114A2,Golgi
FAM114A2,Golgi
FAM117A,14-3-3_scaffold
FAM117B,unclassified
FAM118A,cytosol
FAM118B,cytosol
FAM120A,stress_granule
FAM120A,stress_granule
FAM120B,unclassified
FAM120C,stress_granule
FAM133B,nucleus
FAM135A,cytosol
FAM136A,mitochondrion
FAM13A,14-3-3_scaffold
FAM161A,cytosol
FAM162A,mitochondrion
FAM168A,unclassified
FAM168B,unclassified
FAM169A,cytosol
FAM171A1,plasma_membrane
FAM171A2,plasma_membrane
FAM172A,unclassified
FAM177A1,trans-Golgi
FAM193A,stress_granule
FAM193B,stress_granule
FAM199X,cytosol
FAM204A,nucleus
FAM20B,Golgi
FAM210A,mitochondrion
FAM210B,mitochondrion
FAM216A,unclassified
FAM219A,trans-Golgi
FAM219B,trans-Golgi
FAM234A,plasma_membrane
FAM234B,early_endosome
FAM241A,ER
FAM241B,ER
FAM32A,nucleus
FAM3A,Golgi
FAM3C,Golgi
FAM50A,unclassified
FAM50B,unclassified
FAM53C,cytosol
FAM76A,nucleus
FAM76B,nucleus
FAM83D,unclassified
FAM83G,14-3-3_scaffold
FAM83H,cytosol
FAM8A1,ER
FAM91A1,trans-Golgi
FAM98A,stress_granule
FAM98B,nucleus
FAM98C,unclassified
FANCA,cytosol
FANCB,cytosol
FANCD2,nucleus
FANCE,cytosol
FANCG,cytosol
FANCI,unclassified
FANCL,cytosol
FAR1,peroxisome
FAR2,peroxisome
FARP1,plasma_membrane
FARP2,actin_cytoskeleton
FARS2,mitochondrion
FARSA,translation
FARSB,stress_granule
FAS,plasma_membrane
FASN,cytosol
FASTKD1,mitochondrion
FASTKD2,mitochondrion
FASTKD3,mitochondrion
FASTKD5,mitochondrion
FAT1,ER
FAU,translation
FBF1,unclassified
FBL,nucleus
FBLIM1,cytosol
FBLL1,nucleus
FBLN1,plasma_membrane
FBN2,ER
FBRS,unclassified
FBXL12,cytosol
FBXL15,cytosol
FBXL18,unclassified
FBXL19,unclassified
FBXL20,ER
FBXL3,cytosol
FBXL4,nucleus
FBXL8,cytosol
FBXO11,stress_granule
FBXO17,unclassified
FBXO21,unclassified
FBXO22,cytosol
FBXO28,nucleolus
FBXO3,cytosol
FBXO30,actin_cytoskeleton
FBXO38,nucleus
FBXO42,cytosol
FBXO44,cytosol
FBXO45,14-3-3_scaffold
FBXO46,cytosol
FBXO5,unclassified
FBXO7,cytosol
FBXO9,cytosol
FBXW11,unclassified
FBXW2,cytosol
FBXW4,cytosol
FBXW8,cytosol
FBXW9,cytosol
FCF1,nucleus
FCGRT,recycling_endosome
FCHO2,actin_cytoskeleton
FCHSD2,plasma_membrane
FCSK,cytosol
FDFT1,ER
FDPS,mitochondrion
FDX1,mitochondrion
FDX2,mitochondrion
FDXR,mitochondrion
FECH,mitochondrion
FEM1A,unclassified
FEM1B,mitochondrion
FEM1C,cytosol
FEN1,unclassified
FERMT2,actin_cytoskeleton
FEZ2,cytosol
FGD1,unclassified
FGFR1OP2,ER
FGFR2-AHCYL1,plasma_membrane
FH,mitochondrion
FHIP1B,cytosol
FHIP2A,Golgi
FHIP2B,cytosol
FHIT,cytosol
FHL1,nucleus
FHL1,nucleus
FHL2,unclassified
FHL3,cytosol
FHOD1,cytosol
FIBP,plasma_membrane
FIG4,lysosome
FIGNL1,unclassified
FIP1L1,unclassified
FIRRM,cytosol
FIRRM,cytosol
FIS1,ER
FITM2,ER
FIZ1,nucleus
FKBP10,ER
FKBP14,ER
FKBP15,early_endosome
FKBP1A,cytosol
FKBP1B,cytosol
FKBP2,ER
FKBP3,stress_granule
FKBP4,cytosol
FKBP5,cytosol
FKBP7,ER
FKBP9,ER
FKBPL,cytosol
FKRP,Golgi
FLAD1,mitochondrion
FLCN,cytosol
FLII,actin_cytoskeleton
FLII,actin_cytoskeleton
FLJ40629,nucleus
FLNA,actin_cytoskeleton
FLNB,actin_cytoskeleton
FLNC,plasma_membrane
FLOT1,lysosome
FLOT2,lysosome
FLT4,plasma_membrane
FLVCR1,plasma_membrane
FLYWCH1,nucleus
FLYWCH2,nucleus
FMC1,mitochondrion
FMN2,plasma_membrane
FMNL2,actin_cytoskeleton
FMR1,stress_granule
FMR1,stress_granule
FN3KRP,cytosol
FNBP1,cytosol
FNBP1L,plasma_membrane
FNBP4,translation
FNDC3A,ER
FNDC3B,ER
FNTA,cytosol
FNTB,cytosol
FOCAD,stress_granule
FOXC1,nucleus
FOXD3,nucleus
FOXF2,nucleus
FOXG1,nucleus
FOXJ2,nucleus
FOXJ3,nucleus
FOXK1,14-3-3_scaffold
FOXK2,nucleus
FOXO1,14-3-3_scaffold
FOXO3,14-3-3_scaffold
FOXO3B,nucleus
FOXP1,nucleus
FOXP2,nucleus
FOXP4,nucleus
FOXRED1,mitochondrion
FOXRED2,ER
FPGS,mitochondrion
FPGT,cytosol
FRA10AC1,nucleus
FRAG1,Golgi
FRAS1,ER
FREM2,plasma_membrane
FRG1,unclassified
FRMD8,plasma_membrane
FRRS1,plasma_membrane
FRS2,plasma_membrane
FRYL,14-3-3_scaffold
FSCN1,cytosol
FSD1,nucleus
FSTL1,ER
FTH1,lysosome
FTL,lysosome
FTO,cytosol
FTSJ1,plasma_membrane
FTSJ1,plasma_membrane
FTSJ3,nucleolus
FUBP3,stress_granule
FUCA1,lysosome
FUCA2,lysosome
FUNDC1,mitochondrion
FUNDC2,mitochondrion
FUOM,cytosol
FUS,nucleus
FUT11,ER
FUT8,Golgi
FXN,mitochondrion
FXR1,stress_granule
FXR1,stress_granule
FXR2,stress_granule
FXYD6,plasma_membrane
FYCO1,lysosome
FYN,plasma_membrane
FYTTD1,nucleus
FZD6,plasma_membrane
G3BP1,stress_granule
G3BP2,stress_granule
G6PC3,ER
G6PD,cytosol
G6PD,cytosol
G6PD,cytosol
GAA,lysosome
GAB1,cytosol
GAB2,cytosol
GABARAP,lysosome
GABARAPL2,early_endosome
GABPA,unclassified
GABPB2,nucleus
GABRA1,nucleus
GADD45GIP1,mitochondrion
GAK,early_endosome
GALC,lysosome
GALE,cytosol
GALK1,cytosol
GALK2,cytosol
GALM,cytosol
GALNS,lysosome
GALNT1,Golgi
GALNT12,Golgi
GALNT2,Golgi
GALNT4,Golgi
GALNT6,Golgi
GALNT7,Golgi
GALT,cytosol
GAMT,cytosol
GAN,actin_cytoskeleton
GANAB,ER
GANAB,ER
GAP43,plasma_membrane
GAPDH,cytosol
GAPVD1,cytosol
GAR1,nucleus
GAREM1,cytosol
GARRE1,14-3-3_scaffold
GARS1,mitochondrion
GART,cytosol
GAS1,plasma_membrane
GAS2L3,unclassified
GATA3,unclassified
GATA4,nucleus
GATA6,nucleus
GATAD1,nucleus
GATAD2A,nucleus
GATAD2B,nucleus
GATB,mitochondrion
GATC,mitochondrion
GATD1,early_endosome
GATD3,mitochondrion
GBA1,lysosome
GBA2,ER
GBE1,cytosol
GBF1,cytosol
GBF1,cytosol
GC20,stress_granule
GCA,cytosol
GCAT,mitochondrion
GCC1,Golgi
GCC2,Golgi
GCDH,mitochondrion
GCFC2,unclassified
GCHFR,cytosol
GCLC,unclassified
GCLM,unclassified
GCOM1,unclassified
GCSH,mitochondrion
GDAP1,mitochondrion
GDAP2,lysosome
GDE1,ER
GDI1,early_endosome
GDI2,early_endosome
GDPD1,ER
GDPGP1,cytosol
GEMIN2,stress_granule
GEMIN2,stress_granule
GEMIN4,stress_granule
GEMIN5,stress_granule
GEMIN6,stress_granule
GEMIN7,stress_granule
GEMIN8,stress_granule
GEN1,nucleolus
GET1,ER
GET3,ER
GET4,early_endosome
GFER,mitochondrion
GFM1,mitochondrion
GFM2,mitochondrion
GFOD1,recycling_endosome
GFOD2,recycling_endosome
GFPT1,cytosol
GFPT2,cytosol
GFUS,cytosol
GGA1,cytosol
GGA2,early_endosome
GGA3,unclassified
GGACT,cytosol
GGCT,cytosol
GGCX,ER
GGH,lysosome
GGPS1,cytosol
GGT7,ER
GHDC,ER
GHITM,mitochondrion
GID4,cytosol
GID8,unclassified
GIGYF1,lysosome
GIGYF2,stress_granule
GINM1,Golgi
GINS1,cytosol
GINS2,cytosol
GINS3,cytosol
GINS4,cytosol
GIPC1,cytosol
GIPC3,cytosol
GIT1,plasma_membrane
GIT2,plasma_membrane
GJA1,plasma_membrane
GJC1,plasma_membrane
GK,mitochondrion
GK5,ER
GKAP1,stress_granule
GLA,lysosome
GLB1,lysosome
GLB1L2,Golgi
GLCCI1,cytosol
GLCE,Golgi
GLDC,mitochondrion
GLE1,ER
GLG1,trans-Golgi
GLI3,nucleus
GLIPR2,plasma_membrane
GLMN,cytosol
GLMP,lysosome
GLO1,cytosol
GLOD4,mitochondrion
GLRX,cytosol
GLRX2,mitochondrion
GLRX3,cytosol
GLRX5,mitochondrion
GLS,mitochondrion
GLS,mitochondrion
GLT8D1,Golgi
GLTP,cytosol
GLUD1,mitochondrion
GLYR1,nucleus
GM2A,lysosome
GMCL1,nucleus
GMDS,cytosol
GMEB1,plasma_membrane
GMEB2,plasma_membrane
GMFB,actin_cytoskeleton
GMIP,unclassified
GMNN,nucleus
GMPPA,cytosol
GMPPB,cytosol
GMPR,cytosol
GMPR2,cytosol
GMPS,cytosol
GNA11,plasma_membrane
GNA13,plasma_membrane
GNAI1,plasma_membrane
GNAI2,plasma_membrane
GNAI3,plasma_membrane
GNAQ,plasma_membrane
GNAS,plasma_membrane
GNAS,plasma_membrane
GNAZ,plasma_membrane
GNB1,plasma_membrane
GNB1L,cytosol
GNB2,plasma_membrane
GNB4,plasma_membrane
GNB5,cytosol
GNE,cytosol
GNG10,plasma_membrane
GNG12,plasma_membrane
GNG2,plasma_membrane
GNG4,plasma_membrane
GNG5,plasma_membrane
GNG7,plasma_membrane
GNL1,cytosol
GNL2,nucleolus
GNL3,nucleolus
GNL3L,unclassified
GNPAT,peroxisome
GNPDA1,cytosol
GNPDA2,cytosol
GNPNAT1,cytosol
GNPTG,Golgi
GNS,lysosome
GOLGA1,Golgi
GOLGA2,Golgi
GOLGA3,Golgi
GOLGA4,Golgi
GOLGA5,Golgi
GOLGA7,plasma_membrane
GOLGB1,Golgi
GOLGB1,Golgi
GOLIM4,Golgi
GOLM1,trans-Golgi
GOLM2,Golgi
GOLPH3,Golgi
GOLPH3L,Golgi
GOLT1B,Golgi
GON4L,nucleus
GON7,cytosol
GOPC,cytosol
GORAB,unclassified
GORASP1,Golgi
GORASP2,Golgi
GOSR1,Golgi
GOSR1,Golgi
GOSR2,Golgi
GOT1,cytosol
GOT2,mitochondrion
GPAA1,ER
GPALPP1,cytosol
GPAM,mitochondrion
GPAT3,ER
GPAT4,ER
GPATCH1,nucleus
GPATCH11,cytosol
GPATCH2,cytosol
GPATCH2L,cytosol
GPATCH4,nucleolus
GPATCH8,nucleus
GPBP1,stress_granule
GPBP1L1,stress_granule
GPC1,plasma_membrane
GPC3,plasma_membrane
GPC4,plasma_membrane
GPC6,plasma_membrane
GPCPD1,cytosol
GPD1L,ER
GPD2,mitochondrion
GPHN,actin_cytoskeleton
GPI,cytosol
GPKOW,unclassified
GPM6B,unclassified
GPN1,cytosol
GPN2,cytosol
GPN3,cytosol
GPR107,Golgi
GPR108,Golgi
GPR180,ER
GPR50,plasma_membrane
GPR89B,ERGIC
GPRASP2,14-3-3_scaffold
GPRC5B,recycling_endosome
GPRIN1,plasma_membrane
GPS1,cytosol
GPS1,cytosol
GPSM1,cytosol
GPSM2,cytosol
GPT2,mitochondrion
GPX1,mitochondrion
GPX1,mitochondrion
GPX4,unclassified
GPX8,ER
GRAMD1A,ER
GRAMD1C,nucleus
GRAMD4,ER
GRB10,unclassified
GRB2,plasma_membrane
GREB1L,unclassified
GRHPR,mitochondrion
GRIP1,cytosol
GRIPAP1,cytosol
GRK2,unclassified
GRK6,plasma_membrane
GRN,ER
GRPEL1,mitochondrion
GRPEL2,mitochondrion
GRSF1,mitochondrion
GRWD1,nucleus
GSDME,cytosol
GSE1,unclassified
GSK3A,plasma_membrane
GSK3B,unclassified
GSKIP,cytosol
GSPT1,cytosol
GSPT2,unclassified
GSR,mitochondrion
GSS,cytosol
GSTCD,cytosol
GSTK1,peroxisome
GSTM2,cytosol
GSTM3,unclassified
GSTM4,cytosol
GSTO1,cytosol
GSTP1,cytosol
GSTP1,cytosol
GSTZ1,mitochondrion
GTF2A1,cytosol
GTF2B,unclassified
GTF2E1,unclassified
GTF2E2,unclassified
GTF2F1,nucleus
GTF2F2,unclassified
GTF2H1,nucleolus
GTF2H2,nucleus
GTF2H3,nucleus
GTF2H4,nucleus
GTF2H5,nucleus
GTF2I,nucleus
GTF2IRD1,nucleus
GTF3A,cytosol
GTF3C1,nucleus
GTF3C2,nucleus
GTF3C3,nucleus
GTF3C4,nucleus
GTF3C5,unclassified
GTF3C6,nucleus
GTPBP1,unclassified
GTPBP10,mitochondrion
GTPBP2,nucleus
GTPBP3,mitochondrion
GTPBP3,mitochondrion
GTPBP4,nucleolus
GTPBP6,mitochondrion
GTPBP8,mitochondrion
GTSE1,nucleolus
GUCY1B1,ER
GUF1,mitochondrion
GUK1,mitochondrion
GUSB,ER
GXYLT1,ER
GYG1,cytosol
GYG1,cytosol
GYG2,cytosol
GYS1,unclassified
GZF1,nucleus
H0YC42[p];A5Y5A3[p],early_endosome
H0YHG0[p],nucleus
H1-0,nucleus
H1-10,nucleolus
H1-2,nucleus
H1-3,nucleus
H1-4,nucleus
H2AC14,cytosol
H2AC20,nucleus
H2AC21,nucleus
H2AX,nucleus
H2AZ2,nucleus
H2BC20P,nucleus
H2BC21,nucleus
H2BC4,nucleus
H3-3A,mitochondrion
H3-7,mitochondrion
H3BN98[p],ER
H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12,ER
H3C15; H3C14; H3C13,nucleus
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16,nucleus
H6PD,ER
H7C417[p],unclassified
HABP4,unclassified
HACD2,ER
HACD3,ER
HACE1,cytosol
HACL1,peroxisome
HADH,mitochondrion
HADHA,mitochondrion
HADHB,mitochondrion
HAGH,mitochondrion
HARS1,cytosol
HARS2,mitochondrion
HASPIN,nucleolus
HAT1,cytosol
HAUS1,unclassified
HAUS2,unclassified
HAUS3,unclassified
HAUS4,unclassified
HAUS5,unclassified
HAUS6,unclassified
HAUS7,unclassified
HAUS8,unclassified
HAX1,mitochondrion
HBS1L,cytosol
HBS1L,unclassified
HCCS,mitochondrion
HCFC1,nucleus
HCFC1,nucleus
HCFC2,nucleus
hCG_2002731,nucleus
HDAC1,nucleus
HDAC2,nucleus
HDAC3,unclassified
HDAC4,14-3-3_scaffold
HDAC5,cytosol
HDAC6,unclassified
HDAC7,14-3-3_scaffold
HDAC8,cytosol
HDDC2,mitochondrion
HDDC3,cytosol
HDGF,cytosol
HDGFL2,cytosol
HDGFL3,nucleus
HDHD2,unclassified
HDHD3,mitochondrion
HDHD5,mitochondrion
HDLBP,stress_granule
HEATR1,nucleolus
HEATR1,nucleolus
HEATR3,cytosol
HEATR5A,cytosol
HEATR5B,early_endosome
HEATR6,unclassified
HEBP1,mitochondrion
HEBP2,cytosol
HECA,stress_granule
HECTD1,cytosol
HECTD1,cytosol
HECTD3,cytosol
HECTD4,14-3-3_scaffold
HEL-S-25,cytosol
HEL-S-74,cytosol
HELB,cytosol
HELLS,nucleus
HELLS,nucleus
HELZ,stress_granule
HELZ2,stress_granule
HERC1,cytosol
HERC2,ER
HERC4,cytosol
HERC5,stress_granule
HERPUD1,ER
HERPUD2,ER
HES1,nucleus
HEXA,lysosome
HEXB,lysosome
HEXIM1,nucleus
HEXIM2,cytosol
HEY1,nucleus
HGH1,cytosol
HGS,lysosome
HGSNAT,lysosome
HIBADH,mitochondrion
HIBCH,mitochondrion
HIC2,nucleus
HID1,unclassified
HIF1AN,cytosol
HIGD1A,mitochondrion
HIGD2A,mitochondrion
HIKESHI,cytosol
HINT1,cytosol
HINT2,mitochondrion
HINT3,trans-Golgi
HIP1,plasma_membrane
HIP1R,plasma_membrane
HIRA,nucleus
HIRIP3,actin_cytoskeleton
HIVEP1,nucleus
HJURP,unclassified
HK1,mitochondrion
HK2,mitochondrion
HLA-A,ER
HLA-A,ER
HLA-A,ER
HLA-A,ER
HLA-C,ER
HLA-C,ER
HLA-C,ER
HLA-C,ER
HLA-DPA1,ER
HLA-DQB1,ER
HLCS,cytosol
HLTF,nucleus
HM13,ER
HMBS,cytosol
HMCES,unclassified
HMG20A,nucleus
HMG20B,nucleus
HMGA1,nucleus
HMGA2,nucleus
HMGB1,nucleus
HMGB2,nucleus
HMGB3,nucleus
HMGCL,mitochondrion
HMGCR,ER
HMGCS1,cytosol
HMGN1,nucleus
HMGN2,nucleus
HMGN4,nucleus
HMGN5,unclassified
HMGXB3,nucleus
HMGXB4,nucleus
HMGXB4,nucleus
HMMR,unclassified
HMOX1,ER
HMOX2,ER
HMX1,nucleus
HNRNPA0,nucleus
HNRNPA1,nucleus
HNRNPA1,nucleus
HNRNPA2B1,nucleus
HNRNPA3,nucleus
HNRNPAB,nucleus
HNRNPC,nucleus
HNRNPC,nucleus
HNRNPD,nucleus
HNRNPDL,nucleus
HNRNPDL,nucleus
HNRNPF,nucleus
HNRNPH1,nucleus
HNRNPH1,nucleus
HNRNPH2,nucleus
HNRNPH3,nucleus
HNRNPK,nucleus
HNRNPK,nucleus
HNRNPK,nucleus
HNRNPL,nucleus
HNRNPL,nucleus
HNRNPLL,nucleus
HNRNPM,nucleus
HNRNPM,nucleus
HNRNPR,nucleus
HNRNPU,nucleus
HNRNPUL1,nucleus
HNRNPUL2,nucleus
HOMER1,unclassified
HOMER2,actin_cytoskeleton
HOMER3,14-3-3_scaffold
HOMEZ,nucleus
HOOK1,unclassified
HOOK2,Golgi
HOOK3,stress_granule
HOPX,cytosol
HOXA10,nucleus
HOXA10,nucleus
HOXA11,nucleus
HOXA13,nucleus
HOXA5,nucleus
HOXB13,nucleus
HOXB6,nucleus
HOXB8,nucleus
HOXB9,nucleus
HOXC10,nucleus
HOXC13,nucleus
HOXC9,nucleus
HOXD11,nucleus
HOXD13,nucleus
HP1BP3,nucleus
HPCAL1,plasma_membrane
HPCAL4,cytosol
HPF1,unclassified
HPRT1,cytosol
HPS3,cytosol
HPS5,cytosol
HPS6,cytosol
HRAS,plasma_membrane
HS1BP3,cytosol
HS2ST1,Golgi
HS6ST2,ER
HSBP1,cytosol
HSCB,mitochondrion
HSD17B10,mitochondrion
HSD17B11,ER
HSD17B12,ER
HSD17B4,peroxisome
HSD17B7,ER
HSD17B8,mitochondrion
HSDL1,mitochondrion
HSDL2,nucleus
HSF1,cytosol
HSF2,nucleus
HSP90AA1,cytosol
HSP90AA4P,cytosol
HSP90AB1,cytosol
HSP90AB2P,cytosol
HSP90B1,ER
HSPA12A,actin_cytoskeleton
HSPA13,ER
HSPA14,stress_granule
HSPA1A,cytosol
HSPA2,cytosol
HSPA4,cytosol
HSPA4L,cytosol
HSPA5,ER
HSPA6,nucleus
HSPA8,cytosol
HSPA8,cytosol
HSPA9,mitochondrion
HSPB1,cytosol
HSPBAP1,cytosol
HSPBP1,cytosol
HSPD1,mitochondrion
HSPD1,mitochondrion
HSPE1,mitochondrion
HSPE1-MOB4,ER
HSPH1,cytosol
HSPH1,cytosol
HTATIP2,ER
HTATSF1,nucleus
HTD2,mitochondrion
HTRA2,mitochondrion
HTT,early_endosome
HUS1,unclassified
HUWE1,cytosol
HUWE1,cytosol
HYAL3,cytosol
HYCC1,plasma_membrane
HYCC1,plasma_membrane
HYI,cytosol
HYKK,cytosol
HYOU1,ER
HYOU1,ER
HYPK,translation
HYPK,unclassified
IAH1,cytosol
IARS1,unclassified
IARS2,mitochondrion
IBA57,mitochondrion
IBTK,stress_granule
ICA1,unclassified
ICA1L,cytosol
ICE1,nucleus
ICE2,unclassified
ID4,unclassified
IDE,translation
IDH1,cytosol
IDH2,mitochondrion
IDH3A,mitochondrion
IDH3B,mitochondrion
IDH3G,mitochondrion
IDI1,mitochondrion
IER3IP1,ERGIC
IFI30,lysosome
IFI35,cytosol
IFIT5,cytosol
IFITM1,plasma_membrane
IFITM3,early_endosome
IFNGR1,plasma_membrane
IFRD1,cytosol
IFRD2,cytosol
IFT122,nucleus
IFT140,cytosol
IFT172,unclassified
IFT20,Golgi
IFT22,cytosol
IFT25,cytosol
IFT27,cytosol
IFT43,unclassified
IFT46,unclassified
IFT52,unclassified
IFT56,unclassified
IFT57,unclassified
IFT70A,unclassified
IFT74,unclassified
IFT80,unclassified
IFT81,unclassified
IFT88,unclassified
IGBP1,unclassified
IGF1R,plasma_membrane
IGF2BP1,stress_granule
IGF2BP2,stress_granule
IGF2BP3,stress_granule
IGF2R,early_endosome
IGFBP2,Golgi
IGHMBP2,translation
IGSF3,plasma_membrane
IGSF8,plasma_membrane
IK,nucleus
IKBIP,ER
IKBKB,cytosol
IKBKG,cytosol
IKBKG,cytosol
IL17RA,ER
IL18R1,cytosol
ILF2,nucleus
ILF3,nucleus
ILK,actin_cytoskeleton
ILKAP,unclassified
ILRUN,cytosol
ILVBL,ER
IMMT,mitochondrion
IMMT,mitochondrion
IMMT,mitochondrion
IMP3,nucleolus
IMP4,nucleolus
IMPA1,cytosol
IMPACT,cytosol
IMPDH1,cytosol
IMPDH2,cytosol
INA,actin_cytoskeleton
INCENP,nucleus
INF2,cytosol
ING1,nucleus
ING2,nucleus
ING3,nucleus
ING5,nucleus
INIP,nucleus
INO80,nucleus
INO80B,nucleus
INO80C,nucleus
INO80D,cytosol
INO80E,nucleus
INPP1,cytosol
INPP4A,unclassified
INPP5A,plasma_membrane
INPP5B,cytosol
INPP5F,cytosol
INPP5K,ER
INPPL1,cytosol
INSR,plasma_membrane
INTS1,nucleus
INTS10,nucleus
INTS11,nucleus
INTS12,nucleus
INTS13,nucleus
INTS14,nucleus
INTS15,nucleus
INTS2,nucleus
INTS3,nucleus
INTS4,nucleus
INTS5,nucleus
INTS6,nucleus
INTS6L,nucleus
INTS7,nucleus
INTS8,nucleus
INTS9,nucleus
IP6K1,ER
IPMK,cytosol
IPO11,cytosol
IPO13,cytosol
IPO4,cytosol
IPO5,mitochondrion
IPO7,cytosol
IPO8,cytosol
IPO9,cytosol
IQCB1,unclassified
IQCC,nucleus
IQCJ-SCHIP1,cytosol
IQGAP1,actin_cytoskeleton
IQGAP2,plasma_membrane
IQGAP3,plasma_membrane
IQSEC1,unclassified
IRAK1,unclassified
IRAK4,cytosol
IREB2,cytosol
IRF2BP1,unclassified
IRF2BP2,unclassified
IRF2BPL,unclassified
IRF3,unclassified
IRGQ,cytosol
IRS2,14-3-3_scaffold
IRS4,plasma_membrane
ISCA1,mitochondrion
ISCA2,mitochondrion
ISCU,mitochondrion
ISG20L2,nucleolus
ISL2,nucleus
ISOC1,ER
ISOC2,mitochondrion
IST1,early_endosome
ISY1,nucleus
ISYNA1,cytosol
ITCH,early_endosome
ITFG1,recycling_endosome
ITFG2,lysosome
ITGA1,plasma_membrane
ITGA2,plasma_membrane
ITGA4,plasma_membrane
ITGA5,plasma_membrane
ITGA6,plasma_membrane
ITGAV,plasma_membrane
ITGB1,plasma_membrane
ITGB1BP1,recycling_endosome
ITGB3BP,nucleus
ITGB5,plasma_membrane
ITM2B,plasma_membrane
ITM2C,early_endosome
ITPA,cytosol
ITPK1,cytosol
ITPKA,plasma_membrane
ITPKC,cytosol
ITPR1,ER
ITPR2,ER
ITPR3,ER
ITPRID2,ER
ITPRIP,ER
ITPRIPL1,ER
ITSN1,actin_cytoskeleton
ITSN2,plasma_membrane
IVD,mitochondrion
IVNS1ABP,cytosol
IWS1,cytosol
JADE1,nucleus
JADE3,nucleus
JAGN1,ER
JAK1,plasma_membrane
JAM3,plasma_membrane
JARID2,nucleus
JMJD1C,nucleus
JMJD4,cytosol
JMJD6,cytosol
JMJD7,cytosol
JMJD8,ER
JMY,cytosol
JOSD1,plasma_membrane
JPH1,ER
JPT1,cytosol
JPT1,cytosol
JPT2,cytosol
JTB,unclassified
JUN,nucleus
JUND,nucleus
JUP,plasma_membrane
KALRN,unclassified
KANK2,actin_cytoskeleton
KANSL1,nucleus
KANSL2,nucleus
KARS1,unclassified
KAT14,nucleus
KAT2A,nucleus
KAT5,nucleus
KAT6A,nucleus
KAT6B,nucleus
KAT7,nucleus
KAT8,nucleus
KATNA1,unclassified
KATNAL1,cytosol
KATNAL2,ER
KATNB1,cytosol
KATNBL1,unclassified
KAZN,nucleus
KBTBD11,unclassified
KBTBD2,cytosol
KBTBD4,cytosol
KBTBD6,cytosol
KBTBD7,cytosol
KBTBD8,cytosol
KCMF1,cytosol
KCNAB2,unclassified
KCT2,trans-Golgi
KCTD1,unclassified
KCTD10,actin_cytoskeleton
KCTD12,cytosol
KCTD15,unclassified
KCTD18,nucleus
KCTD2,ER
KCTD20,cytosol
KCTD21,cytosol
KCTD3,actin_cytoskeleton
KCTD5,ER
KCTD6,unclassified
KCTD9,cytosol
KDELR1,Golgi
KDM1A,nucleus
KDM1B,nucleus
KDM2A,nucleus
KDM2B,nucleus
KDM3A,nucleus
KDM3B,unclassified
KDM4A,unclassified
KDM4B,nucleus
KDM4C,unclassified
KDM4D,nucleolus
KDM5A,nucleus
KDM5B,nucleus
KDM5C,cytosol
KDM6A,nucleus
KDM6B,nucleus
KDM8,cytosol
KDSR,ER
KEAP1,cytosol
KHDC4,nucleus
KHDRBS1,nucleus
KHDRBS3,nucleus
KHK,cytosol
KHNYN,unclassified
KHSRP,nucleus
KIAA0232,cytosol
KIAA0319L,trans-Golgi
KIAA0513,cytosol
KIAA0586,unclassified
KIAA0825,unclassified
KIAA0930,Golgi
KIAA1143,unclassified
KIAA1191,mitochondrion
KIAA1217,actin_cytoskeleton
KIAA1522,actin_cytoskeleton
KIAA1549,recycling_endosome
KIAA1586,nucleus
KIAA1671,plasma_membrane
KIAA1958,unclassified
KIAA2013,Golgi
KIDINS220,plasma_membrane
KIDINS220,plasma_membrane
KIF11,cytosol
KIF13A,cytosol
KIF13B,14-3-3_scaffold
KIF14,actin_cytoskeleton
KIF15,cytosol
KIF16B,early_endosome
KIF17,cytosol
KIF18A,nucleus
KIF18B,nucleus
KIF1A,14-3-3_scaffold
KIF1Bbeta,14-3-3_scaffold
KIF1C,stress_granule
KIF20A,nucleus
KIF20B,nucleus
KIF21A,unclassified
KIF22,nucleus
KIF23,14-3-3_scaffold
KIF2A,nucleus
KIF2C,nucleus
KIF3A,cytosol
KIF3B,cytosol
KIF4A,nucleus
KIF5A,14-3-3_scaffold
